Rank,Symbol,Name,Average Price,Current Price,Max Daily Fluctuation %,Min Daily Fluctuation %,Avg Daily Fluctuation %,Year High,Year Low,Yearly Range %,Total Days,Token
1259,SHK,"S H KELKAR AND CO.",234.88,226.50,15.00,1.28,4.27,336.25,156.61,76.48,250,2870273
1260,SAHYADRI,"SAHYADRI INDUSTRIES",290.00,267.15,12.42,1.03,4.27,356.00,211.00,50.00,250,3814401
1261,VISHNUINFR-SM,"VISHNUSURYA PROJ N INFR L",210.36,166.10,22.16,0.00,4.27,312.85,155.05,75.01,249,4940801
1262,RAMRAT,"RAM RATNA WIRES",610.34,631.40,23.07,0.81,4.27,785.95,456.60,53.96,250,2684161
1263,IITL,"INDUSTRIAL INV TRUST",258.11,198.50,20.67,0.00,4.27,444.95,153.00,113.11,250,4998401
1264,NITCO,"NITCO",124.46,114.21,10.82,0.00,4.27,163.95,85.65,62.91,250,3404801
1265,GOCLCORP,"GOCL CORPORATION",349.77,350.80,19.68,1.30,4.27,443.20,245.00,56.67,250,1014529
1266,EMAPARTNER-SM,"EMA PARTNERS INDIA",109.28,102.00,19.57,0.00,4.27,158.80,87.05,65.66,175,7482625
1267,MMTC,"MMTC",67.00,70.20,16.49,1.31,4.27,88.19,44.50,65.21,250,4596993
1268,ATMASTCO-SM,"ATMASTCO",221.03,207.00,18.00,0.00,4.27,300.80,162.20,62.71,250,5832961
1269,AARADHYA-ST,"AARADHYA DISPOSAL INDUS L",130.06,177.00,15.59,0.00,4.27,178.00,97.50,61.89,42,194103297
1270,JUBLPHARMA,"JUBILANT PHARMOVA",1061.03,1120.10,11.62,1.04,4.26,1309.90,802.00,47.87,250,931073
1271,APRAMEYA-SM,"APRAMEYA ENGINEERING",139.42,243.05,20.64,0.00,4.26,307.95,61.00,177.13,228,6307329
1272,HBLENGINE,"HBL ENGINEERING",604.53,880.45,15.58,1.20,4.26,914.35,405.00,84.26,250,3575297
1273,INDOCO,"INDOCO REMEDIES",286.19,287.30,18.09,1.10,4.26,355.00,190.00,57.65,250,2989313
1274,ZENITHDRUG-SM,"ZENITH DRUGS",79.23,64.75,21.09,0.00,4.26,122.25,47.15,94.79,245,5837569
1275,SPCENET,"SPACENET ENTERS IND",11.13,9.17,24.15,0.00,4.26,26.50,4.78,195.19,250,4959233
1276,PARAGMILK,"PARAG MILK FOODS",207.50,278.90,12.83,1.03,4.26,316.40,135.49,87.18,250,4385281
1277,LYKALABS,"LYKA LABS",123.08,94.50,13.74,1.09,4.26,176.59,91.58,69.07,250,519169
1278,HINDCOMPOS,"HINDUSTAN COMPOSITES",473.30,446.00,16.73,1.09,4.26,647.95,401.75,52.02,250,351233
1279,COCHINSHIP,"COCHIN SHIPYARD",1636.04,1777.90,14.41,1.08,4.26,2545.00,1180.20,83.42,250,5506049
1280,TRUST-SM,"TRUST FINTECH",104.46,71.10,23.10,0.00,4.25,220.80,42.70,170.50,250,5994753
1281,GLOBUSSPR,"GLOBUS SPIRITS",998.07,1117.60,23.30,0.99,4.25,1303.20,751.00,55.33,250,4460545
1282,DCW,"DCW",82.60,68.40,13.09,1.15,4.25,113.00,66.36,56.47,250,209153
1283,HESTERBIO,"HESTER BIOSCIENCES",1984.36,1735.10,23.61,0.73,4.24,2786.10,1242.95,77.77,250,1804289
1284,KANORICHEM,"KANORIA CHEMICALS & INDUS",98.11,82.03,13.96,1.21,4.24,145.34,73.01,73.72,250,469761
1285,SURAJLTD,"SURAJ",396.25,313.45,19.94,0.00,4.24,530.40,284.70,62.01,249,6391297
1286,KOHINOOR,"KOHINOOR FOODS",37.02,33.49,19.47,1.07,4.24,55.30,29.91,68.59,250,770305
1287,FLAIR,"FLAIR WRITING INDUST",277.08,315.10,10.65,1.06,4.24,357.00,194.03,58.82,250,5215233
1288,LOTUSDEV,"SRI LOTUS DEVLPRS N RTY L",188.15,185.70,11.86,1.48,4.24,218.49,173.50,23.91,45,194085121
1289,NURECA,"NURECA",267.42,230.20,19.33,0.00,4.24,447.50,203.62,91.20,250,601601
1290,AARTIPHARM,"AARTI PHARMALABS",761.90,832.65,16.67,0.89,4.24,971.00,557.05,54.33,250,3550209
1291,RAJPUTANA-SM,"RAJPUTANA BIODIESEL",254.19,275.00,14.65,0.00,4.23,383.85,173.15,82.89,210,6980865
1292,STYLAMIND,"STYLAM INDUSTRIES",1889.58,2007.80,16.52,1.17,4.23,2735.00,1464.25,67.25,250,1327617
1293,COFFEEDAY-BE,"COFFEE DAY ENTERPRISE",34.09,43.80,17.71,0.00,4.23,51.46,21.28,88.52,190,2859265
1294,DKEGL-SM,"D K ENTERPRISES GLOBAL L",71.05,70.00,21.06,0.00,4.23,100.75,54.85,64.60,155,1599745
1295,BSE,"BSE",2036.28,2379.90,13.99,1.21,4.23,3030.00,1227.50,88.52,250,5013761
1296,TAURIAN-ST,"TAURIAN MPS",312.70,373.50,16.08,0.00,4.23,425.00,210.00,68.76,18,194498305
1297,SPENCERS,"SPENCER S RETAIL",70.79,56.25,15.32,1.12,4.23,103.88,53.40,71.31,250,2089729
1298,REDTAPE,"REDTAPE",162.67,136.80,14.27,1.27,4.23,245.00,119.51,77.14,250,4571905
1299,MAZDOCK,"MAZAGON DOCK SHIPBUIL",2634.59,2874.10,14.02,0.94,4.23,3775.00,1918.05,70.48,250,130305
1300,KOTYARK-ST,"KOTYARK INDUSTRIES",553.72,303.00,22.09,0.00,4.23,1195.00,202.40,179.26,250,1649665
1301,CONCORDBIO,"CONCORD BIOTECH",1830.03,1604.50,18.35,1.36,4.23,2451.70,1345.00,60.47,250,4623361
1302,APEX,"APEX FROZEN FOODS",233.88,224.25,15.08,1.33,4.23,281.70,186.55,40.68,250,5535489
1303,RUBFILA,"RUBFILA INTERNATIONAL",75.82,81.00,14.26,0.93,4.22,90.55,60.36,39.82,250,6330881
1304,PAR-BE,"PAR DRUGS AND CHEM",148.97,103.50,15.05,0.00,4.22,348.45,81.01,179.52,250,1443073
1305,TEXMOPIPES,"TEXMO PIPE & PRODUCTS",60.97,54.77,15.96,0.83,4.22,78.39,44.50,55.58,250,4662785
1306,GULPOLY,"GULSHAN POLYOLS",180.35,145.50,15.89,1.08,4.22,234.00,141.00,51.57,250,1609217
1307,IKS,"INVENTURUS KNOWLEDGE SO L",1630.58,1533.20,17.28,1.30,4.22,2189.00,1236.80,58.40,202,7200001
1308,SHRIAHIMSA-ST,"SHRI AHIMSA NATURALS",179.08,224.00,14.54,0.00,4.21,246.95,126.50,67.26,130,193640705
1309,SHRIRAMPPS,"SHRIRAM PROPERTIES",92.28,90.64,15.27,1.62,4.21,124.80,63.13,66.83,250,1843201
1310,BELRISE,"BELRISE INDUSTRIES",128.57,155.30,11.23,1.57,4.21,164.50,89.15,58.61,95,193818113
1311,TRITURBINE,"TRIVENI TURBINE",613.19,526.40,18.00,1.25,4.21,885.00,460.30,69.26,250,6549505
1312,TRAVELFOOD,"TRAVEL FOOD SERVICES",1214.82,1345.00,9.51,1.86,4.21,1435.00,1008.50,35.11,62,193931521
1313,SURYAROSNI,"SURYA ROSHNI",291.16,286.95,17.76,1.46,4.21,368.35,212.55,53.51,250,864001
1314,RBZJEWEL,"RBZ JEWELLERS",161.23,144.98,18.73,0.00,4.21,251.68,125.50,78.26,250,5343745
1315,SUNDROP,"SUNDROP BRANDS",859.74,784.85,14.13,1.51,4.21,1152.00,685.00,54.32,250,425729
1316,PERFECT-SZ,"PERFECT INFRAENGINEER",13.30,4.85,10.41,0.00,4.20,29.70,4.40,190.25,157,194078977
1317,RHETAN,"RHETAN TMT",21.65,21.90,9.72,2.80,4.20,22.40,20.32,9.61,10,194319873
1318,RAYMONDREL,"RAYMOND REALTY",692.17,605.00,10.32,1.58,4.20,1050.00,568.00,69.64,71,194189057
1319,SAMMAANCAP,"SAMMAAN CAPITAL",134.51,162.90,15.38,1.05,4.20,170.25,97.61,54.00,250,7712001
1320,MAYASHEEL-SM,"MAYASHEEL VENTURES",57.95,60.00,20.05,0.00,4.20,66.00,46.00,34.51,71,193942273
1321,EMAMIPAP,"EMAMI PAPER MILLS",100.39,101.19,15.06,0.53,4.20,128.00,82.51,45.31,250,2578945
1322,VISHWARAJ,"VISHWARAJ SUGAR IND",11.49,8.25,13.80,1.15,4.20,19.20,7.82,99.00,250,3507713
1323,WCIL,"WESTERN CARRIERS (IND) L",110.39,122.80,15.65,1.18,4.20,157.70,65.10,83.88,250,6503169
1324,AKIKO-ST,"AKIKO GLOBAL SERVICES L",103.89,258.00,23.59,0.00,4.20,285.20,62.00,214.85,236,6222593
1325,SJS,"SJS ENTERPRISES",1134.07,1508.00,14.99,1.19,4.20,1577.50,808.15,67.84,250,1700609
1326,VENUSPIPES,"VENUS PIPES & TUBES",1444.81,1335.00,16.18,1.31,4.19,2066.05,1005.30,73.42,250,2455553
1327,MANBA,"MANBA FINANCE",143.89,133.95,22.92,0.82,4.19,199.80,119.00,56.16,250,6552833
1328,MAGADSUGAR,"MAGADH SUGAR & ENERGY",634.33,586.05,18.66,0.82,4.19,895.20,440.05,71.75,250,5476353
1329,APARINDS,"APAR INDUSTRIES",8178.40,8382.00,23.96,1.06,4.19,11779.90,4308.05,91.36,250,2941697
1330,BBL,"BHARAT BIJLEE",3273.97,3295.00,23.79,0.96,4.19,5062.00,2350.00,82.84,250,3522817
1331,SYNCOMF,"SYNCOM FORMU (I)",18.57,17.03,11.83,0.92,4.19,23.87,14.10,52.61,250,3069953
1332,ESSENTIA,"INTEGRA ESSENTIA",2.55,1.70,22.96,0.00,4.19,3.89,1.68,86.75,250,7762689
1333,IVC,"IL&FS INVESTMENT MANAGERS",9.45,7.92,18.01,1.12,4.19,12.53,7.56,52.58,250,1718017
1334,SDBL,"SOM DIST & BREW",127.97,125.85,12.51,1.39,4.19,173.03,95.61,60.50,250,342529
1335,SEAMECLTD,"SEAMEC",998.24,875.00,17.08,1.19,4.19,1484.90,752.55,73.36,250,669697
1336,DCCL-SM,"DAR CREDIT & CAPITAL",55.62,54.90,17.52,0.00,4.19,66.00,44.00,39.55,94,193819393
1337,RSWM,"RSWM",166.30,144.19,10.25,1.45,4.19,221.00,126.05,57.09,250,715265
1338,AZAD,"AZAD ENGINEERING",1574.70,1651.70,13.21,1.26,4.19,1929.80,1159.45,48.92,250,5351681
1339,JEYYAM-ST,"JEYYAM GLOBAL FOODS",46.13,60.50,18.89,0.00,4.19,67.50,31.00,79.13,250,6438401
1340,ENTERO,"ENTERO HEALTHCARE SOLU L",1285.81,1123.00,16.58,1.11,4.19,1584.25,1044.90,41.95,250,5815553
1341,TFCILTD,"TOURISM FINANCE CORP. OF",42.59,73.55,16.97,0.34,4.18,75.90,24.45,120.81,250,887297
1342,SUDARSCHEM,"SUDARSHAN CHEMICAL INDS L",1145.28,1311.50,18.40,1.45,4.18,1603.00,796.15,70.45,250,851713
1343,SCHNEIDER,"SCHNEIDER ELECTRIC INFRA",760.33,827.55,14.63,0.00,4.18,1052.00,540.00,67.34,250,7995905
1344,HEG,"HEG",473.00,515.00,16.25,1.24,4.18,619.50,331.25,60.94,250,342017
1345,KSCL,"KAVERI SEED CO.",1107.47,1066.00,13.38,1.36,4.18,1602.00,804.10,72.05,250,3832833
1346,EFCIL,"EFC (I)",318.36,312.80,9.92,1.96,4.18,357.00,285.00,22.62,36,194220801
1347,SCPL,"SHEETAL COOL PRODUCTS",308.14,247.00,15.43,0.00,4.18,376.85,226.35,48.84,250,3090433
1348,ALIVUS,"ALIVUS LIFE SCIENCES",1037.07,932.05,13.51,1.37,4.18,1251.00,850.00,38.67,250,1347841
1349,LTFOODS,"LT FOODS",409.74,401.50,20.34,1.13,4.17,518.55,288.25,56.21,250,3536897
1350,RAJRATAN,"RAJRATAN GLOBAL WIRE",412.06,320.00,15.66,0.40,4.17,618.00,260.00,86.88,250,4854273
1351,BLUEWATER-SM,"BLUE WATER LOGISTICS",157.60,158.00,20.94,0.00,4.17,187.20,125.40,39.21,91,194094593
1352,IOLCP,"IOL CHEM AND PHARMA",82.77,102.19,16.99,0.99,4.17,126.66,57.50,83.55,250,5225729
1353,HARRMALAYA,"HARRISON MALAYALAM",231.57,204.00,14.38,0.00,4.17,341.85,170.53,73.98,250,336129
1354,SBCL,"SHIVALIK BIMETAL CON.",525.51,504.00,16.99,1.25,4.17,729.80,342.00,73.79,250,1191937
1355,JUBLINGREA,"JUBILANT INGREVIA",717.52,653.00,14.62,0.77,4.17,885.00,535.20,48.75,250,712449
1356,ACL-BE,"ANDHRA CEMENTS",72.48,83.83,15.81,0.00,4.17,109.99,48.15,85.32,250,3950337
1357,PELATRO-SM,"PELATRO",378.88,380.00,18.52,0.00,4.17,559.90,270.25,76.45,246,6504449
1358,CEREBRAINT-BZ,"CEREBRA INT TECH",7.54,8.35,10.62,0.00,4.17,12.27,3.99,109.78,250,7428097
1359,CHAMUNDA-SM,"CHAMUNDA ELECTRICAL",46.46,52.00,18.55,0.00,4.17,71.00,36.10,75.11,162,7562497
1360,WENDT,"WENDT (INDIA)",11519.02,8900.00,26.37,1.07,4.16,18033.65,8162.00,85.70,250,1084161
1361,NORTHARC,"NORTHERN ARC CAPITAL",224.78,270.80,19.11,1.25,4.16,293.00,141.47,67.41,250,6509057
1362,DPSCLTD,"DPSC",14.22,11.95,15.60,1.04,4.16,20.15,10.52,67.74,250,3947265
1363,DELAPLEX-SM,"DELAPLEX",176.65,180.90,22.28,0.00,4.16,248.00,126.00,69.06,248,5766913
1364,EFACTOR-SM,"E FACTOR EXPERIENCES",228.44,280.00,18.21,0.00,4.16,328.80,127.50,88.12,239,4932353
1365,IRMENERGY,"IRM ENERGY",317.21,343.90,15.96,1.21,4.16,427.95,237.00,60.20,250,5016833
1366,APOLSINHOT,"APOLLO SINDOORI HOTEL",1477.62,1330.00,17.32,0.97,4.16,1997.95,1160.00,56.71,250,1613313
1367,KEN-SM,"KEN ENTERPRISES",45.35,45.50,19.93,0.00,4.16,85.00,35.25,109.69,163,7564033
1368,ARKADE,"ARKADE DEVELOPERS",168.08,172.60,10.15,1.27,4.16,213.69,128.15,50.89,250,6501889
1369,YATHARTH,"YATHARTH HOSP & TRA C S L",567.34,809.90,12.19,1.37,4.15,843.70,345.60,87.80,250,4540929
1370,MAHASTEEL,"MAHAMAYA STEEL INDS",279.20,522.75,9.92,0.00,4.15,532.75,179.53,126.51,250,4486913
1371,TEXINFRA,"TEXMACO INFRA & HOLDG",108.27,93.56,18.09,0.64,4.15,159.50,85.35,68.49,250,2956545
1372,GROWWRLTY,"GROWWAMC - GROWWRLTY",10.04,10.13,5.94,2.37,4.15,10.44,9.85,5.88,2,194413569
1373,VENUSREM,"VENUS REMEDIES",372.06,460.00,14.45,0.00,4.15,567.80,270.25,79.97,250,3547905
1374,GUFICBIO,"GUFIC BIOSCIENCES",389.33,365.10,13.61,1.46,4.15,504.25,298.80,52.77,250,2971137
1375,PPAP-BE,"PPAP AUTOMOTIVE",207.99,232.00,19.50,0.00,4.15,274.95,154.05,58.13,250,3894529
1376,WTICAB-ST,"WISE TRAVEL INDIA",170.56,162.50,17.80,0.00,4.15,275.00,115.20,93.69,250,5818369
1377,PROZONER-BE,"PROZONE REALTY",34.72,59.58,17.14,0.00,4.15,68.18,20.91,136.13,250,7388929
1378,LATTEYS,"LATTEYS INDUSTRIES",25.69,23.05,12.04,0.00,4.14,48.63,16.00,127.01,250,4055041
1379,AHLEAST,"ASIAN HOTELS (EAST)",150.85,151.20,13.01,1.06,4.14,196.90,122.78,49.13,250,4976129
1380,PRECWIRE,"PRECISION WIRES INDIA",170.55,215.70,14.17,1.22,4.14,222.00,118.00,60.98,250,695553
1381,KSL,"KALYANI STEELS",853.07,830.15,17.14,1.33,4.14,1277.00,666.50,71.57,250,4835585
1382,JMA,"JULLUNDUR MOT AGENCY",92.17,88.63,18.41,1.14,4.14,111.99,64.30,51.74,250,1819905
1383,SKMEGGPROD-BE,"SKM EGG PROD-ROLL SETT",246.99,340.90,18.28,0.00,4.13,385.00,154.00,93.53,250,2574337
1384,CHAVDA-SM,"CHAVDA INFRA",139.50,101.75,16.20,0.19,4.13,186.00,100.70,61.15,250,4775425
1385,ENFUSE-SM,"ENFUSE SOLUTIONS",226.92,181.10,20.64,0.00,4.13,284.00,150.60,58.79,231,5945345
1386,ARVSMART,"ARVIND SMARTSPACES",733.46,603.50,13.81,1.00,4.13,1025.00,580.20,60.64,250,2676993
1387,INTLCONV,"INTL CONVEYORS",84.10,104.90,12.42,1.17,4.13,114.54,61.20,63.42,250,1435137
1388,INDOTHAI,"INDO THAI SEC",173.91,376.00,10.19,0.00,4.13,376.80,85.80,167.33,250,6555649
1389,MANALIPETC,"MANALI PETROCHEMICALS LT",63.63,73.00,15.08,1.18,4.13,81.10,49.93,48.98,250,3531777
1390,KCPSUGIND,"KCP SUGAR IND CORP",38.40,32.22,12.46,1.00,4.13,53.80,30.01,61.95,250,1231105
1391,NIPPOBATRY,"INDO-NATIONAL",494.81,444.75,13.26,0.91,4.12,609.00,388.10,44.64,250,1736193
1392,SILVERCASE,"ZERODHAAMC - SILVERCASE",11.38,16.58,15.56,1.09,4.12,18.05,9.00,79.52,135,7750145
1393,ABREL,"ADITYA BIRLA REAL EST",2174.94,1630.00,17.19,1.37,4.12,3140.00,1562.60,72.53,250,160001
1394,ORICONENT,"ORICON ENTERPRISES",42.55,54.65,17.20,0.82,4.12,63.00,26.67,85.37,250,2600705
1395,GROWWDEFNC,"GROWWAMC - GROWWDEFNC",71.24,80.82,17.28,0.72,4.12,93.89,49.83,61.84,249,6594049
1396,KALYANKJIL,"KALYAN JEWELLERS IND",569.56,484.60,19.02,0.91,4.12,795.40,399.40,69.53,250,756481
1397,UNIDT,"UNITED DRILLING TOOLS",226.64,191.05,17.21,1.03,4.12,294.90,184.46,48.73,250,51457
1398,MOL,"MEGHMANI ORGANICS",84.26,81.16,15.79,1.47,4.12,115.95,56.11,71.02,250,1380865
1399,GULFPETRO,"GP PETROLEUMS",48.62,40.02,18.05,1.00,4.12,82.07,35.56,95.66,250,2964737
1400,SADBHAV,"SADBHAV ENGINEERING",17.91,12.85,10.99,0.00,4.12,38.32,10.54,155.07,250,3388417
1401,AVPINFRA-SM,"AVP INFRACON",180.73,168.70,15.96,0.00,4.12,264.30,113.45,83.47,250,5928705
1402,RKSWAMY,"R K SWAMY",205.66,141.90,14.94,1.09,4.12,289.44,140.05,72.64,250,5899009
1403,SONATSOFTW,"SONATA SOFTWARE",457.92,368.95,18.49,1.35,4.12,687.10,286.40,87.51,250,1688577
1404,DCMSHRIRAM,"DCM SHRIRAM",1144.60,1199.00,18.28,1.21,4.12,1502.30,902.60,52.39,250,207617
1405,TEXRAIL,"TEXMACO RAIL & ENG.",166.27,138.34,15.50,1.31,4.11,239.74,119.06,72.58,250,5587969
1406,BEML,"BEML",3788.93,4361.00,17.32,1.45,4.11,4874.80,2350.00,66.64,250,101121
1407,HERANBA,"HERANBA INDUSTRIES",344.93,317.90,17.19,0.00,4.11,562.00,208.00,102.63,250,669185
1408,MDL-SM,"MARVEL DECOR",101.04,87.00,23.20,0.00,4.11,143.25,72.95,69.57,188,545793
1409,APOLLOPIPE,"APOLLO PIPES",423.30,336.10,19.44,0.92,4.11,580.20,312.80,63.17,250,3676417
1410,NATHBIOGEN-BE,"NATH BIO-GENES (I)",179.30,177.90,12.59,0.00,4.11,238.69,137.55,56.41,250,2833665
1411,GENUSPAPER,"GENUS P&B",19.74,17.23,18.87,1.01,4.11,25.40,15.41,50.61,250,1689601
1412,MENONBE,"MENON BEARINGS",117.32,122.00,14.82,1.15,4.11,145.90,86.00,51.06,250,1782017
1413,KALYANIFRG,"KALYANI FORGE",645.05,795.90,15.75,0.00,4.11,890.00,426.35,71.88,250,3879937
1414,KUANTUM,"KUANTUM PAPERS",115.53,108.93,16.58,1.24,4.11,146.00,92.82,46.03,250,3550721
1415,TECHERA-SM,"TECHERA ENGINEER (IND) L",183.75,273.55,17.11,0.00,4.11,273.55,115.60,85.96,242,6566913
1416,UGROCAP,"UGRO CAPITAL",190.92,184.08,12.64,1.01,4.10,264.54,142.31,64.02,250,1360129
1417,URBAN-SM,"URBAN ENVIRO WASTE MGMT L",206.15,168.00,16.37,0.00,4.10,347.60,136.05,102.62,249,4323329
1418,ASPINWALL,"ASPINWALL & CO",280.51,261.15,17.52,0.63,4.10,345.90,220.35,44.76,250,4421121
1419,GODHA-BE,"GODHA CABCON INSULAT",0.78,0.56,11.84,0.00,4.10,1.41,0.45,123.20,250,412161
1420,EPIGRAL,"EPIGRAL",1861.72,1712.90,15.06,1.07,4.10,2361.90,1502.35,46.17,250,1377793
1421,BAHETI-SM,"BAHETI RECYCLING IND",500.79,571.80,18.46,0.00,4.10,649.90,328.10,64.26,250,3325185
1422,SMARTWORKS,"SMARTWORKS COWORKING SP L",496.18,582.10,8.96,1.63,4.10,617.90,392.70,45.39,59,194039041
1423,RML,"RANE (MADRAS)",822.74,829.00,15.87,1.04,4.10,1129.10,575.00,67.35,250,3065601
1424,MACOBSTECH-SM,"MACOBS TECHNOLOGIES",170.28,202.00,21.00,0.00,4.10,214.50,117.50,56.97,224,6283521
1425,VOLTAMP,"VOLTAMP TRANSFORMERS",8670.51,7199.00,19.27,1.01,4.10,14280.00,6051.00,94.91,250,3475713
1426,JTEKTINDIA,"JTEKT INDIA",145.58,155.11,16.92,0.99,4.10,188.50,103.76,58.21,250,828673
1427,TIIL,"TECHNOCRAFT IND",2757.98,2393.50,16.63,1.04,4.09,3383.00,2050.00,48.33,250,3641089
1428,ANGELONE,"ANGEL ONE",2607.39,2303.80,12.50,1.20,4.09,3503.15,1941.00,59.91,250,82945
1429,YASHO,"YASHO INDUSTRIES",1863.56,1645.00,15.89,1.16,4.09,2343.85,1610.00,39.38,250,4641537
1430,K2INFRA-SM,"K2 INFRAGEN",114.12,62.40,12.22,0.00,4.09,283.60,56.00,199.44,246,6005505
1431,POLYMED,"POLY MEDICURE",2329.21,1904.00,17.73,1.01,4.09,3357.80,1821.20,65.97,250,6583809
1432,DELTIC-SM,"DELTA AUTOCORP",79.35,62.00,15.50,0.00,4.09,183.75,59.30,156.84,185,7447553
1433,UNIENTER,"UNIPHOS ENTERPRISES",154.94,148.00,14.90,1.05,4.09,192.68,129.44,40.82,250,2891009
1434,SBGLP,"SURATWWALA BUS GROUP",69.47,33.00,25.60,0.00,4.09,142.44,24.95,169.13,250,3619585
1435,SHRINGARMS,"SHRINGAR HOU OF MANGALS L",192.53,210.50,8.18,2.08,4.09,213.35,177.51,18.62,17,194327809
1436,NBIFIN,"N.B.I. IND. FIN. CO.",2653.83,2595.00,19.93,0.00,4.08,4100.00,2050.00,77.25,250,4892417
1437,ASTRAMICRO,"ASTRA MICROWAVE",874.23,1092.95,11.72,1.36,4.08,1195.90,584.20,69.97,250,2974209
1438,BAGDIGITAL-ST,"B.A.G.CONVERGENCE",102.27,100.00,6.25,1.24,4.08,106.05,95.75,10.07,3,194412289
1439,VINSYS-SM,"VINSYS IT SERVICES IND LT",382.69,369.00,32.71,0.00,4.08,475.00,300.00,45.73,247,4581889
1440,ORIENTHOT,"ORIENT HOTELS",154.23,128.78,16.80,1.09,4.08,202.00,125.50,49.60,250,638209
1441,GOPAL,"GOPAL SNACKS",355.06,347.05,12.64,1.29,4.08,520.00,255.90,74.38,250,5904897
1442,JBMA,"JBM AUTO",694.16,662.15,17.73,1.09,4.08,900.00,489.80,59.09,250,2983681
1443,SUNDARAM,"SUNDARAM MULTI PAP",2.24,1.87,19.31,0.90,4.08,3.00,1.78,54.49,250,4846337
1444,PLAZACABLE,"PLAZA WIRES",64.13,51.48,14.27,1.03,4.08,90.78,47.70,67.17,250,4981249
1445,GHCLTEXTIL,"GHCL TEXTILES",88.45,77.00,13.44,1.14,4.08,116.25,65.00,57.94,250,4274177
1446,FSL,"FIRSTSOURCE SOLU.",355.38,333.50,14.72,1.08,4.08,422.30,270.00,42.86,250,3661825
1447,OSIAHYPER-BE,"OSIA HYPER RETAIL",25.26,21.80,12.72,0.00,4.08,45.55,11.31,135.56,250,3236609
1448,ACI,"ARCHEAN CHEMICAL IND",628.24,638.50,16.41,1.11,4.08,730.00,408.35,51.20,250,3078145
1449,CAPACITE,"CAPACITE INFRAPROJECT",349.03,286.00,14.91,1.33,4.08,465.00,270.10,55.84,250,5567745
1450,POWERMECH,"POWER MECH PROJECTS",2749.15,2690.00,15.47,1.23,4.08,3415.00,1700.00,62.38,250,2681089
1451,ISGEC,"ISGEC HEAVY ENG",1169.58,911.00,18.80,1.29,4.08,1675.55,842.40,71.23,250,852225
1452,RAILTEL,"RAILTEL CORP OF IND",373.14,384.00,15.53,0.97,4.08,478.95,265.50,57.20,250,622337
1453,IMFA,"INDIAN METALS & FERRO",772.38,1230.00,18.43,1.25,4.08,1265.00,549.80,92.60,250,4924161
1454,TTML,"TATA TELESERV(MAHARASTRA)",66.30,57.60,17.24,0.69,4.07,88.90,50.10,58.52,250,2292225
1455,ARROWGREEN,"ARROW GREENTECH",681.12,530.45,17.62,0.00,4.07,1099.00,486.65,89.90,250,2370561
1456,KPIGREEN,"KPI GREEN ENERGY",472.39,444.00,9.39,0.00,4.07,588.80,313.40,58.30,250,1307649
1457,GEECEE,"GEECEE VENTURES",392.80,363.05,14.17,0.78,4.07,467.70,328.55,35.42,250,3496449
1458,MEGASOFT,"MEGASOFT",89.60,157.50,10.52,0.00,4.07,174.00,49.06,139.44,250,3787009
1459,UDS,"UPDATER SERVICES",316.84,246.00,12.88,1.39,4.07,438.60,239.50,62.84,250,4892929
1460,PPL,"PRAKASH PIPES",424.51,299.95,16.64,1.08,4.07,610.00,290.95,75.16,250,2636033
1461,EVERESTIND,"EVEREST INDUSTRIES",643.36,679.50,16.36,0.00,4.07,1189.95,420.00,119.68,250,254209
1462,INNOMET-SM,"INNOMET ADVANCED MATERI L",167.28,149.05,22.03,0.00,4.07,229.95,100.00,77.68,236,6481921
1463,SHREYANIND,"SHREYANS INDUSTRIES",217.73,224.50,16.94,1.31,4.07,267.00,164.11,47.26,250,800257
1464,CHOLAHLDNG,"CHOLAMANDALAM FIN HOL",1755.39,1833.10,16.97,1.03,4.07,2231.60,1357.35,49.80,250,5565441
1465,OSWALPUMPS,"OSWAL PUMPS",755.04,774.00,9.43,1.53,4.07,888.40,614.25,36.31,78,193741313
1466,DONEAR,"DONEAR IND.",114.58,92.61,19.12,0.00,4.07,184.99,92.43,80.78,250,3542785
1467,ESFL-SM,"ESSEN SPECIALITY FILMS L",483.55,262.40,12.45,0.00,4.07,744.85,228.00,106.89,250,4373505
1468,INOXWIND,"INOX WIND",169.47,150.00,15.02,1.26,4.06,227.60,128.46,58.50,250,2010113
1469,BLSE,"BLS E-SERVICES",187.52,183.00,17.61,1.22,4.06,249.00,131.31,62.76,250,5776897
1470,DUGLOBAL-SM,"DUDIGITAL GLOBAL",53.31,37.00,32.44,0.00,4.06,76.95,35.05,78.59,222,1396993
1471,RANEHOLDIN,"RANE HOLDINGS",1556.38,1572.70,15.21,0.80,4.06,2066.75,1151.10,58.83,250,728065
1472,BMETRICS-SM,"BOMBAY METRICS S C",52.62,48.85,20.56,0.00,4.06,74.25,38.10,68.71,235,1549313
1473,HOMEFIRST,"HOME FIRST FIN CO IND",1154.13,1227.10,16.45,1.18,4.06,1519.00,878.40,55.50,250,526337
1474,TIPSMUSIC,"TIPS MUSIC",683.42,550.50,12.69,1.11,4.06,950.00,537.60,60.34,250,2333953
1475,360ONE,"360 ONE WAM",1062.61,1093.20,12.12,0.98,4.06,1318.00,790.50,49.64,250,3343617
1476,SYSTANGO-SM,"SYSTANGO TECHNOLOGIES",234.77,235.00,18.49,0.82,4.06,301.30,192.25,46.45,250,3713537
